"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Silica (mg/L)","Secchi Disc Depth (M)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Eastern Buffer","EM1","2011-05-12","1","Bottom Water","0.8","0.058","1.1","72","5.1","7","35","0.026","0.017","0.009","7.7","0.4","34.1","0.5","3.5","3.8","22.5","0.1","0.12","0.16","0.02","5.4","0.001","0.7"
"Eastern Buffer","EM1","2011-06-15","1","Surface Water","1","0.18","3.8","60","4","1700","4300","0.28","0.05","0.022","7.8","1.4","29.7","1.2","2","6.2","26.9","0.51","0.36","0.69","0.05","4.9","0.006","1.1"
"Eastern Buffer","EM1","2011-06-15","1","Middle Water","0.7","0.11","1","55","3.8","2400","5600","0.12","0.037","0.019","7.8","1.1","32.4","1","2","7.1","24.6","0.27","0.24","0.4","0.05","4.8","0.003","1.2"
"Eastern Buffer","EM1","2011-06-15","1","Bottom Water","0.8","0.087","1.1","55","3.8","590","1200","0.086","0.031","0.015","7.9","1.6","33","0.95","2","6.2","24","0.2","0.18","0.3","0.04","4.4","0.003","1.3"
"Eastern Buffer","EM1","2011-07-31","1","Surface Water","1.4","0.026","12","95","6.4","120","280","0.067","0.012","0.005","8.1","2.8","31.4","0.6","1.4","4.2","26.3","0.11","0.17","0.25","0.03","7.5","0.002","1.4"
"Eastern Buffer","EM1","2011-07-31","1","Middle Water","1.1","0.051","6.6","82","5.6","240","530","0.074","0.013","0.008","8.1","1.7","31.8","0.78","1.4","4.8","25.5","0.14","0.19","0.28","0.03","8.2","0.003","1.1"
"Eastern Buffer","EM1","2011-07-31","1","Bottom Water","1.1","0.052","7.3","70","4.8","160","430","0.077","0.013","0.009","8","2.7","32.1","0.82","1.4","5.2","25","0.14","0.17","0.26","0.03","9.3","0.002","1.4"
"Eastern Buffer","EM1","2011-08-22","1","Surface Water","1.8","0.068","7.5","90","6.1","80","540","0.14","0.037","0.008","8.1","2.3","30.7","1.5","2.8","2.3","26.7","0.25","0.24","0.42","0.03","1.6","0.004","1.2"
"Eastern Buffer","EM1","2011-08-22","1","Middle Water","1.1","0.052","2.8","45","3.2","540","1900","0.12","0.018","0.013","8","0.9","33.2","1.3","2.8","2.4","23.6","0.19","0.15","0.29","0.03","1.8","0.002","0.9"
"Eastern Buffer","EM1","2011-08-22","1","Bottom Water","1.3","0.026","0.9","43","3.1","300","670","0.11","0.01","0.013","8","0.6","34","1.2","2.8","2.9","22.7","0.15","0.08","0.2","0.03","2.5","0.001","0.7"
"Eastern Buffer","EM1","2011-09-16","1","Surface Water","0.6","0.097","0.9","79","5.1","9","23","0.035","0.006","0.015","8.1","1.1","32.1","0.66","2.6","3.3","29.3","0.14","0.22","0.26","0.03","2.3","0.007","0.8"
"Eastern Buffer","EM1","2011-09-16","1","Middle Water","0.5","0.083","0.7","81","5.2","7","13","0.024","0.005","0.012","8.1","0.5","32.2","0.61","2.6","2.1","29.1","0.11","0.17","0.2","0.02","2.7","0.006","0.6"
"Eastern Buffer","EM1","2011-09-16","1","Bottom Water","0.3","0.085","1","78","5","24","38","0.025","0.005","0.013","8.1","<0.2","32.2","0.66","2.6","4.5","29.1","0.12","0.15","0.18","0.02","3.5","0.007","0.8"
"Eastern Buffer","EM1","2011-10-12","1","Surface Water","0.4","0.018","0.8","93","6.2","64","250","0.64","0.042","0.014","8.1","0.4","33.1","1.1","1.2","4.6","26","0.7","0.1","0.78","0.03","3.7","0.001","0.8"
"Eastern Buffer","EM1","2011-10-12","1","Middle Water","0.3","0.016","0.5","94","6.3","49","230","0.084","0.042","0.015","8.1","0.4","33.1","1.2","1.2","4.6","26","0.14","0.1","0.23","0.02","3.3","0.001","0.8"
"Eastern Buffer","EM1","2011-10-12","1","Bottom Water","0.4","0.013","0.9","94","6.3","13","33","0.46","0.043","0.015","8.1","<0.2","33.2","1.2","1.2","5.5","26","0.52","0.08","0.58","0.03","3.5","0.001","0.8"
"Eastern Buffer","EM1","2011-11-07","1","Surface Water","0.3","0.095","1","87","5.9","64","240","0.072","0.019","0.021","7.9","0.8","32.8","0.5","2.5","2.8","25.6","0.19","0.22","0.31","0.03","2.5","0.003","0.6"
"Eastern Buffer","EM1","2011-11-07","1","Middle Water","0.1","0.092","0.4","87","5.9","50","120","0.067","0.019","0.02","7.9","0.3","32.8","0.5","2.5","3","25.5","0.18","0.3","0.39","0.03","2.5","0.003","0.6"
"Eastern Buffer","EM1","2011-11-07","1","Bottom Water","0.3","0.077","0.4","88","6","23","59","0.063","0.017","0.019","7.9","<0.2","32.8","0.49","2.5","2.6","25.5","0.16","0.19","0.27","0.03","2.1","0.003","0.5"
"Eastern Buffer","EM1","2011-12-02","1","Surface Water","0.7","0.039","0.3","89","6.5","<1","2","0.17","0.019","0.024","7.7","0.4","32.2","1.1","2.6","3.5","22.1","0.23","0.21","0.4","0.04","2.5","0.001","0.6"
"Eastern Buffer","EM1","2011-12-02","1","Middle Water","0.6","0.041","0.2","90","6.5","1","2","0.17","0.019","0.023","7.7","0.5","32.2","1.1","2.6","2.9","22","0.23","0.21","0.4","0.04","2.6","0.001","0.6"
"Eastern Buffer","EM1","2011-12-02","1","Bottom Water","0.6","0.028","0.2","90","6.5","3","11","0.17","0.015","0.022","7.7","0.4","32.2","1.1","2.6","6.7","22","0.21","0.2","0.39","0.04","4.3","0.001","1.2"
"Eastern Buffer","EM1","2012-01-09","1","Surface Water","0.9","0.043","4.1","103","8.2","7","29","0.25","0.012","0.021","8","1.2","30.8","0.79","4.1","2","17.5","0.31","0.21","0.47","0.04","1.2","0.001","0.8"
"Eastern Buffer","EM1","2012-01-09","1","Middle Water","0.9","0.04","6.1","103","8.3","90","150","0.24","0.011","0.019","8","0.7","30.9","0.88","4.1","2.5","16.9","0.29","0.16","0.41","0.03","1.5","0.001","0.8"
"Eastern Buffer","EM1","2012-01-09","1","Bottom Water","0.7","0.033","4.3","101","8.2","50","79","0.24","0.01","0.018","8","<0.2","31","1","4.1","4.8","16.8","0.28","0.15","0.4","0.03","3.2","0.001","0.8"
"Eastern Buffer","EM1","2012-02-02","1","Surface Water","0.9","0.036","1.3","97","7.9","<1","<1","0.15","0.011","0.009","8.1","0.5","31.7","0.87","4","0.5","16.2","0.2","0.14","0.3","0.04","0.6","0.001","<0.5"
"Eastern Buffer","EM1","2012-02-02","1","Middle Water","1.1","0.037","1","104","8.4","<1","2","0.15","0.01","0.011","8.1","<0.2","31.7","0.89","4","0.8","16.1","0.2","0.14","0.3","0.03","0.6","0.001","0.6"
"Eastern Buffer","EM1","2012-02-02","1","Bottom Water","0.4","0.029","1.2","101","8.2","1","3","0.17","0.012","0.012","8","<0.2","31.8","0.95","4","1","16.2","0.21","0.11","0.29","0.03","1","0.001","<0.5"
"Eastern Buffer","EM1","2012-03-02","1","Surface Water","0.5","0.022","0.5","117","9.7","26","59","0.28","0.02","0.024","8","<0.2","31.1","1.3","4","1.2","15.4","0.32","0.11","0.41","0.04","1.6","0.001","<0.5"
"Eastern Buffer","EM1","2012-03-02","1","Middle Water","0.4","0.019","0.6","116","9.7","79","110","0.28","0.019","0.024","8","<0.2","31.1","1.3","4","1.6","14.8","0.32","0.1","0.4","0.04","1.5","0.001","<0.5"
"Eastern Buffer","EM1","2012-03-02","1","Bottom Water","0.3","0.012","0.7","115","9.6","16","32","0.28","0.017","0.024","8","<0.2","31.1","1.3","4","2.2","14.8","0.31","0.1","0.4","0.04","1.8","0.001","0.5"
"Eastern Buffer","EM1","2012-04-13","1","Surface Water","0.3","0.15","2.4","106","7.7","9","49","0.12","0.01","0.022","7.6","0.5","32.2","0.59","3","1.8","21.7","0.28","0.34","0.47","0.04","2","0.002","0.8"
"Eastern Buffer","EM1","2012-04-13","1","Middle Water","<0.1","0.13","2.2","108","7.8","60","150","0.088","0.008","0.011","7.6","0.3","32.6","0.54","3","2.2","21.5","0.23","0.24","0.34","0.03","2","0.002","0.7"
"Eastern Buffer","EM1","2012-04-13","1","Bottom Water","<0.1","0.054","1.3","112","8","29","64","0.029","0.006","0.007","7.7","0.3","33.6","0.37","3","3.2","21.9","0.09","0.16","0.2","<0.02","4.8","0.001","0.8"
"Eastern Buffer","EM1","2012-05-03","1","Surface Water","0.4","0.16","2.8","103","7.3","800","2800","0.31","0.032","0.02","7.6","<0.2","29.6","1.3","4","1.6","24.7","0.5","0.29","0.63","0.05","1","0.003","0.8"
"Eastern Buffer","EM1","2012-05-03","1","Middle Water","0.2","0.073","1.7","102","7.2","650","1900","0.083","0.016","0.009","7.6","<0.2","32.5","0.67","4","2.8","23.3","0.17","0.16","0.26","0.02","2.2","0.001","0.6"
"Eastern Buffer","EM1","2012-05-03","1","Bottom Water","0.2","0.054","0.6","103","7.3","45","85","0.043","0.016","0.006","7.6","<0.2","33","0.54","4","3.2","23.1","0.11","0.13","0.19","<0.02","2.6","0.001","0.6"
"Eastern Buffer","EM1","2012-06-04","1","Surface Water","0.2","0.09","1","104","6.9","100","390","0.042","0.006","0.011","7.7","<0.2","31.7","0.44","3","3","26.8","0.14","0.16","0.21","0.02","3.4","0.002","0.6"
"Eastern Buffer","EM1","2012-06-04","1","Middle Water","0.2","0.093","0.8","106","7.1","110","260","0.036","0.004","0.01","7.7","<0.2","31.8","0.43","3","3.4","26.7","0.13","0.15","0.19","<0.02","2.8","0.002","0.7"
"Eastern Buffer","EM1","2012-06-04","1","Bottom Water","<0.1","0.12","0.5","106","7.1","110","290","0.012","0.002","0.006","7.7","0.3","31.8","0.31","3","3.4","26.7","0.13","0.12","0.13","<0.02","2.9","0.003","0.9"
"Eastern Buffer","EM1","2012-07-06","1","Surface Water","0.6","0.094","3.7","92","6.2","120","190","0.26","0.04","0.022","7.5","0.8","29.2","1.3","2.4","2.3","27.2","0.39","0.19","0.49","0.05","21.2","0.001","0.7"
"Eastern Buffer","EM1","2012-07-06","1","Middle Water","0.4","0.05","1.9","77","5.2","75","120","0.14","0.032","0.015","7.5","1.1","31.3","0.98","2.4","4.5","25.9","0.22","0.16","0.33","0.03","22.1","0.001","0.8"
"Eastern Buffer","EM1","2012-07-06","1","Bottom Water","0.3","0.043","1.7","75","5.1","95","190","0.13","0.03","0.014","7.5","0.9","31.6","0.93","2.4","4.7","25.7","0.2","0.16","0.32","0.03","19.1","0.001","0.7"
"Eastern Buffer","EM1","2012-08-06","1","Surface Water","0.2","0.11","0.9","66","4.4","38","760","0.11","0.025","0.017","7.9","0.5","31.4","1","3.5","0.9","27.1","0.25","0.28","0.42","0.03","0.8","0.005","<0.5"
"Eastern Buffer","EM1","2012-08-06","1","Middle Water","0.5","0.094","0.7","69","4.6","74","590","0.098","0.022","0.016","7.9","<0.2","31.6","0.9","3.5","1.4","26.9","0.21","0.27","0.39","<0.02","0.9","0.004","0.6"
"Eastern Buffer","EM1","2012-08-06","1","Bottom Water","0.5","0.037","0.6","64","4.3","9","28","0.073","0.016","0.006","8","0.6","32.3","0.91","3.5","2.3","26.3","0.13","0.23","0.32","<0.02","1.2","0.002","0.6"
"Eastern Buffer","EM1","2012-09-07","1","Surface Water","1.1","0.11","4.5","87","5.7","41","96","0.1","0.017","0.01","8","<0.2","30.2","0.62","3.5","1.8","28.7","0.23","0.34","0.46","0.03","1.1","0.007","0.9"
"Eastern Buffer","EM1","2012-09-07","1","Middle Water","0.9","0.12","1.9","76","5","80","220","0.11","0.018","0.014","8","0.6","30.4","0.81","3.5","2.6","28.3","0.25","0.31","0.44","0.03","1.5","0.007","0.9"
"Eastern Buffer","EM1","2012-09-07","1","Bottom Water","0.7","0.12","1.5","68","4.5","170","390","0.11","0.019","0.016","8","0.8","30.4","0.88","3.5","2.6","28.2","0.25","0.35","0.48","0.03","3.2","0.006","0.9"
"Eastern Buffer","EM1","2012-10-04","1","Surface Water","0.6","0.12","0.8","79","5.2","200","430","0.084","0.019","0.024","7.9","<0.2","32.1","1.2","3","2.9","27.8","0.22","0.24","0.34","0.03","3.2","0.005","1"
"Eastern Buffer","EM1","2012-10-04","1","Middle Water","0.5","0.11","0.5","81","5.3","190","560","0.073","0.017","0.022","7.9","<0.2","32.1","1.2","3","4.4","27.7","0.2","0.21","0.3","0.03","3.6","0.005","1.1"
"Eastern Buffer","EM1","2012-10-04","1","Bottom Water","0.4","0.087","0.4","86","5.7","48","120","0.06","0.016","0.017","8","<0.2","32.3","1.1","3","5.4","27.7","0.16","0.2","0.28","0.03","4.9","0.004","1.1"
"Eastern Buffer","EM1","2012-11-02","1","Surface Water","0.4","0.06","0.5","82","5.6","160","310","0.066","0.054","0.023","7.8","<0.2","32.5","0.98","3","3.9","25.2","0.18","0.28","0.4","0.04","3.2","0.002","0.8"
"Eastern Buffer","EM1","2012-11-02","1","Middle Water","0.4","0.039","0.5","88","6","110","180","0.058","0.055","0.021","7.8","<0.2","32.5","0.97","3","3.4","25.1","0.15","0.21","0.32","0.04","3.1","0.001","0.7"
"Eastern Buffer","EM1","2012-11-02","1","Bottom Water","0.4","0.025","0.3","89","6.1","69","210","0.049","0.055","0.017","7.8","<0.2","32.6","0.95","3","13","25.1","0.13","0.22","0.32","0.04","6.3","0.001","1.6"
"Eastern Buffer","EM1","2012-12-08","1","Surface Water","0.4","0.084","0.7","73","5.4","550","830","0.16","0.027","0.032","7.7","0.4","32.8","0.99","2.8","1.6","21.1","0.27","0.21","0.4","0.05","1.7","0.001","0.5"
"Eastern Buffer","EM1","2012-12-08","1","Middle Water","0.5","0.068","0.8","84","6.2","650","940","0.14","0.026","0.028","7.7","0.3","32.8","0.96","2.8","1.9","21.2","0.23","0.17","0.34","0.04","1.9","0.001","0.6"
"Eastern Buffer","EM1","2012-12-08","1","Bottom Water","0.5","0.057","0.9","88","6.5","460","590","0.13","0.026","0.025","7.7","<0.2","33","0.94","2.8","2","21.1","0.21","0.15","0.31","0.04","2.3","0.001","0.6"
"Eastern Buffer","EM1","2013-01-11","1","Surface Water","0.5","0.055","0.9","99","7.7","26","53","0.11","0.01","0.02","8","0.3","32.8","0.82","3.8","1.4","17.7","0.18","0.16","0.28","0.03","5.7","0.001","0.7"
"Eastern Buffer","EM1","2013-01-11","1","Middle Water","0.4","0.049","1.3","99","7.7","16","22","0.11","0.011","0.018","8","<0.2","32.9","0.83","3.8","1.2","17.6","0.17","0.14","0.26","0.03","6.1","0.001","0.6"
"Eastern Buffer","EM1","2013-01-11","1","Bottom Water","0.4","0.051","0.7","98","7.7","65","85","0.1","0.011","0.018","8","<0.2","32.9","0.82","3.8","1.3","17.5","0.16","0.39","0.5","0.04","7","0.001","0.6"
"Eastern Buffer","EM1","2013-02-23","1","Surface Water","1.2","0.027","3","103","8","89","110","0.086","0.01","0.012","7.9","<0.2","32.1","0.46","2.6","1.2","18","0.12","0.15","0.25","0.02","1.4","<0.001","0.7"
"Eastern Buffer","EM1","2013-02-23","1","Middle Water","1.2","0.027","3.2","107","8.3","87","100","0.086","0.01","0.011","7.9","<0.2","32.1","0.45","2.6","0.6","18","0.12","0.25","0.35","0.03","1.1","<0.001","<0.5"
"Eastern Buffer","EM1","2013-02-23","1","Bottom Water","1.4","0.036","3","106","8.3","74","91","0.086","0.01","0.012","7.9","0.5","32.1","0.45","2.6","1.1","18","0.13","0.17","0.27","0.04","1.2","<0.001","0.7"
"Eastern Buffer","EM1","2013-03-15","1","Surface Water","0.2","0.037","2.6","100","7.6","3","10","0.064","0.006","0.005","7.8","<0.2","32.6","0.34","3","0.5","19","0.11","0.08","0.15","0.04","1","<0.001","<0.5"
"Eastern Buffer","EM1","2013-03-15","1","Middle Water","0.2","0.038","2.3","104","7.9","6","9","0.042","0.005","0.005","7.8","0.4","32.6","0.34","3","0.6","19","0.09","0.1","0.15","0.03","0.9","<0.001","<0.5"
"Eastern Buffer","EM1","2013-03-15","1","Bottom Water","<0.1","0.037","2.4","101","7.7","3","8","0.039","0.006","0.004","7.8","0.3","32.6","0.34","3","<0.5","19","0.08","0.18","0.23","0.03","0.9","<0.001","<0.5"
"Eastern Buffer","EM1","2013-04-03","1","Surface Water","0.8","0.043","0.9","95","7.2","25","31","0.026","0.003","0.007","8.1","<0.2","32.7","0.27","4.5","1","19.8","0.07","0.13","0.16","0.03","0.5","0.001","0.8"
"Eastern Buffer","EM1","2013-04-03","1","Middle Water","0.9","0.044","2.4","95","7.2","10","10","0.024","0.002","0.006","8.1","<0.2","32.7","0.26","4.5","<0.5","19.8","0.07","0.13","0.16","0.03","0.5","0.001","<0.5"
"Eastern Buffer","EM1","2013-04-03","1","Bottom Water","0.2","0.053","1.6","95","7.1","24","27","0.023","0.003","0.007","8.1","<0.2","32.8","0.28","4.5","<0.5","19.8","0.08","0.12","0.15","0.03","0.8","0.002","<0.5"
"Eastern Buffer","EM1","2013-05-03","1","Surface Water","0.3","0.036","1.9","93","6.7","51","72","0.028","0.005","0.008","8","0.3","33.3","0.34","2.5","2.7","21.7","0.07","0.32","0.35","0.04","1.9","0.001","0.8"
"Eastern Buffer","EM1","2013-05-03","1","Middle Water","0.3","0.032","1.4","93","6.7","150","250","0.027","0.004","0.01","8","0.3","33.3","0.33","2.5","2.4","21.7","0.06","0.2","0.23","0.03","2","0.001","0.6"
"Eastern Buffer","EM1","2013-05-03","1","Bottom Water","0.1","0.01","1.3","93","6.7","52","100","0.006","0.008","0.008","8","<0.2","33.4","0.32","2.5","6.5","21.7","0.02","0.21","0.22","0.03","5","<0.001","0.9"
"Eastern Buffer","EM1","2013-06-04","1","Surface Water","1.5","0.82","6.2","115","7.9","2300","4800","0.092","0.035","0.039","8.1","3.2","30.1","0.47","3","2.3","25.7","0.95","2.1","2.23","0.24","1.4","0.047","1.5"
"Eastern Buffer","EM1","2013-06-04","1","Middle Water","0.4","0.012","1.6","59","4.1","140","310","0.069","0.039","0.014","7.9","1.4","33.7","0.93","3","1.8","23.5","0.12","0.05","0.16","0.03","2","<0.001","0.5"
"Eastern Buffer","EM1","2013-06-04","1","Bottom Water","0.4","<0.005","0.3","56","3.9","11","31","0.067","0.037","0.014","7.9","0.9","33.9","1.1","3","1.9","23.4","0.11","<0.05","0.15","0.03","1.9","<0.001","<0.5"
"Eastern Buffer","EM1","2013-07-03","1","Surface Water","0.9","0.092","4.1","86","5.9","190","580","0.38","0.054","0.01","8.2","2.1","25.2","1.9","3.3","2.2","27.9","0.53","0.14","0.57","0.03","1","0.008","<0.5"
"Eastern Buffer","EM1","2013-07-03","1","Middle Water","0.4","0.11","2","55","3.8","1900","4200","0.2","0.027","0.022","8","2.6","31","1.5","3.3","3.7","25","0.34","0.14","0.37","0.03","2.4","0.005","0.6"
"Eastern Buffer","EM1","2013-07-03","1","Bottom Water","0.6","0.049","1.3","52","3.6","100","740","0.11","0.013","0.02","8","2.2","32.9","1.1","3.3","4.1","23.9","0.17","<0.05","0.17","0.03","3.5","0.002","<0.5"
"Eastern Buffer","EM1","2013-08-01","1","Surface Water","3.1","0.049","34","125","8.3","94","270","0.1","0.019","0.007","8.2","4.8","29.3","0.1","2","3.8","28.2","0.17","0.24","0.36","0.04","1.7","0.004","3"
"Eastern Buffer","EM1","2013-08-01","1","Middle Water","2.4","0.064","27","107","7.2","240","590","0.12","0.021","0.008","8.1","5","29.9","0.15","2","3","27.4","0.21","0.34","0.48","0.05","2","0.004","1.6"
"Eastern Buffer","EM1","2013-08-01","1","Bottom Water","0.9","0.087","5.2","52","3.6","840","3000","0.14","0.022","0.025","7.9","3.1","32.7","1.1","2","2.8","24.3","0.25","0.22","0.38","0.05","3.7","0.003","1.1"
"Eastern Buffer","EM1","2013-09-19","1","Surface Water","0.4","0.074","1.7","79","5.2","32","75","0.054","0.011","0.011","8.3","1.6","30.7","0.29","2","3.4","28.2","0.14","0.15","0.22","0.02","4.1","0.007","0.8"
"Eastern Buffer","EM1","2013-09-19","1","Middle Water","0.2","0.041","1.3","84","5.6","12","24","0.022","0.008","0.007","8.3","0.8","30.8","0.46","2","5.5","28","0.07","0.14","0.17","<0.02","4.3","0.004","0.9"
"Eastern Buffer","EM1","2013-09-19","1","Bottom Water","0.1","0.034","1.6","86","5.7","10","13","0.024","0.008","0.006","8.3","0.6","30.9","0.43","2","5.1","28","0.07","0.16","0.19","<0.02","3.8","0.003","1"
"Eastern Buffer","EM1","2013-10-03","1","Surface Water","0.5","0.062","1.8","81","5.3","290","730","0.048","0.014","0.018","8","<0.2","31.4","0.64","3","4","28.1","0.12","0.22","0.28","0.03","2.5","0.003","1"
"Eastern Buffer","EM1","2013-10-03","1","Middle Water","0.4","0.053","1","85","5.6","220","480","0.037","0.014","0.015","8","0.4","31.6","0.6","3","4.1","27.8","0.1","0.16","0.21","0.02","2.6","0.003","0.9"
"Eastern Buffer","EM1","2013-10-03","1","Bottom Water","0.3","0.038","1.9","86","5.7","210","470","0.024","0.014","0.011","8","<0.2","31.7","0.58","3","4","27.8","0.08","0.17","0.21","0.02","2.6","0.002","0.9"
"Eastern Buffer","EM1","2013-11-04","1","Surface Water","0.4","0.04","3.1","66","4.6","170","480","0.06","0.017","0.015","8","0.6","32.1","0.49","3","3.6","24.9","0.12","0.15","0.23","0.03","3","0.002","0.7"
"Eastern Buffer","EM1","2013-11-04","1","Middle Water","1.2","0.039","3.1","92","6.3","180","560","0.057","0.016","0.014","8","1.1","32.3","0.48","3","4.6","25.1","0.11","0.18","0.25","0.03","3.2","0.002","0.5"
"Eastern Buffer","EM1","2013-11-04","1","Bottom Water","0.6","0.032","2.8","93","6.4","73","160","0.047","0.016","0.014","8.1","1.5","32.3","0.43","3","4.9","25","0.1","0.14","0.2","0.03","3.8","0.002","1"
"Eastern Buffer","EM1","2013-12-07","1","Surface Water","0.7","0.052","2.4","97","7.2","91","120","0.16","0.018","0.027","7.8","<0.2","32.9","1.5","3","3.2","21","0.23","0.16","0.34","0.04","1.6","0.001","1.4"
"Eastern Buffer","EM1","2013-12-07","1","Middle Water","0.6","0.041","1.4","91","6.7","74","100","0.15","0.016","0.023","7.9","<0.2","33","1.5","3","3","21","0.21","0.16","0.33","0.04","2.4","<0.001","0.8"
"Eastern Buffer","EM1","2013-12-07","1","Bottom Water","0.7","0.031","1.1","91","6.7","96","130","0.15","0.016","0.025","7.9","<0.2","33.1","1.5","3","3.6","20.9","0.2","0.15","0.32","0.04","3.4","<0.001","0.7"
"Eastern Buffer","EM1","2014-01-08","1","Surface Water","0.6","0.075","0.4","71","5.6","120","190","0.086","0.002","0.006","8","<0.2","33","1.1","4","0.9","17.3","0.16","0.12","0.21","0.04","2","0.002","<0.5"
"Eastern Buffer","EM1","2014-01-08","1","Middle Water","0.5","0.053","0.4","93","7.4","64","110","0.12","0.018","0.012","8.1","0.3","33.1","1.2","4","1.9","17.1","0.19","0.14","0.28","0.03","2.4","0.001","<0.5"
"Eastern Buffer","EM1","2014-01-08","1","Bottom Water","0.4","0.033","0.2","95","7.5","30","55","0.1","0.018","0.01","8.1","<0.2","33.1","1.1","4","1.9","17","0.15","0.14","0.26","0.03","2.6","<0.001","0.5"
"Eastern Buffer","EM1","2014-02-05","1","Surface Water","1.3","0.036","6.4","85","6.6","15","23","0.047","0.007","0.009","8","2","33.1","0.2","2.5","2.5","18","0.09","0.13","0.18","0.03","1.5","<0.001","0.8"
"Eastern Buffer","EM1","2014-02-05","1","Middle Water","1.3","0.042","7.1","110","8.5","11","17","0.048","0.007","0.009","8","1.3","33.2","0.21","2.5","2.3","18.2","0.1","0.13","0.19","0.02","2","0.001","0.8"
"Eastern Buffer","EM1","2014-02-05","1","Bottom Water","1.3","0.042","7.6","110","8.5","7","15","0.052","0.007","0.01","8","0.7","33.2","0.22","2.5","4.7","18.2","0.1","0.14","0.2","0.03","2.2","0.001","1"
"Eastern Buffer","EM1","2014-03-03","1","Surface Water","0.6","0.052","0.8","59","4.6","270","310","0.07","0.011","0.015","7.8","0.5","33.5","0.51","4.5","1.7","17.5","0.13","0.15","0.23","0.03","0.8","<0.001","0.7"
"Eastern Buffer","EM1","2014-03-03","1","Middle Water","0.5","0.037","0.5","99","7.8","150","200","0.059","0.012","0.014","7.9","0.3","33.5","0.52","4.5","1.8","17.6","0.11","0.17","0.24","0.02","0.7","<0.001","0.9"
"Eastern Buffer","EM1","2014-03-03","1","Bottom Water","0.6","0.019","0.6","105","8.2","35","53","0.055","0.01","0.012","7.9","0.6","33.5","0.47","4.5","1.4","17.5","0.08","0.09","0.16","0.02","0.6","<0.001","0.6"
"Eastern Buffer","EM1","2014-04-17","1","Surface Water","1.2","0.032","2.2","104","7.6","<1","1","0.019","0.002","0.008","8.3","2","33.2","0.5","4.5","0.9","21.7","0.05","0.08","0.1","<0.02","0.9","0.002","0.6"
"Eastern Buffer","EM1","2014-04-17","1","Middle Water","1.8","0.031","1.6","107","7.8","2","2","0.02","0.003","0.007","8.3","1.4","33.2","0.49","4.5","1.3","21.6","0.05","0.1","0.12","<0.02","0.8","0.002","0.8"
"Eastern Buffer","EM1","2014-04-17","1","Bottom Water","0.9","0.032","2.3","103","7.5","2","5","0.012","<0.002","0.006","8.3","0.9","33.3","0.47","4.5","0.6","21.3","0.05","0.1","0.11","<0.02","0.8","0.002","<0.5"
"Eastern Buffer","EM1","2014-05-12","1","Surface Water","0.4","0.16","0.2","72","5.2","7200","16000","0.13","0.011","0.032","8","<0.2","28.7","1","2","3.3","23.5","0.3","0.39","0.53","0.05","2.8","0.007","1"
"Eastern Buffer","EM1","2014-05-12","1","Middle Water","0.2","0.1","0.5","78","5.5","1700","3100","0.07","0.006","0.021","8.1","0.4","32.7","0.76","2","3","23.2","0.18","0.27","0.35","0.03","3.1","0.005","<0.5"
"Eastern Buffer","EM1","2014-05-12","1","Bottom Water","0.2","0.073","0.2","82","5.8","710","1600","0.05","0.004","0.016","8.1","<0.2","33","0.67","2","13","23.1","0.13","0.17","0.22","0.02","3.3","0.004","2.8"
"Eastern Buffer","EM1","2014-06-09","1","Surface Water","1.9","0.032","2.9","103","6.9","15","100","0.13","0.018","0.002","8.2","<0.2","29.9","<0.05","2.1","1.6","27","0.18","0.28","0.43","0.02","1","0.003","1"
"Eastern Buffer","EM1","2014-06-09","1","Middle Water","1.8","0.032","5.6","92","6.4","190","800","0.096","0.015","0.005","8.2","0.9","31.8","<0.05","2.1","2","25.1","0.14","0.25","0.36","0.03","1.3","0.002","1.3"
"Eastern Buffer","EM1","2014-06-09","1","Bottom Water","0.5","0.036","6.3","51","3.6","170","450","0.08","0.019","0.017","8","0.6","33.9","0.71","2.1","3.2","22.4","0.14","0.32","0.42","0.03","2.9","0.001","0.9"
"Eastern Buffer","EM1","2014-07-03","1","Surface Water","3.3","0.041","22","132","8.7","15","80","0.13","0.022","0.004","8.3","<0.2","28.6","<0.05","2","2.6","28.6","0.19","0.29","0.44","0.02","1.3","0.004","1.8"
"Eastern Buffer","EM1","2014-07-03","1","Middle Water","1.9","0.06","7.9","54","3.7","550","2100","0.13","0.025","0.014","8","1.1","31.4","0.35","2","2.6","26.1","0.22","0.19","0.35","0.03","1.7","0.003","1.8"
"Eastern Buffer","EM1","2014-07-03","1","Bottom Water","1","0.02","1.7","40","2.8","130","370","0.098","0.023","0.016","7.9","<0.2","33.8","1.2","2","3.9","23.7","0.14","0.12","0.24","0.03","3.3","<0.001","1"
